precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",2 Habs.,2 Baños,97 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192592139
$ 6.600.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en los angeles, pereira",2 Ambientes,9 Baños,1903 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-los-angeles-pereira/192599636
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",0 Hab,3 Baños,141 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192386633
$ 724.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en cerritos, pereira",57 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-cerritos-pereira/193745496
$ 1.800.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,90 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193375772
$ 450.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193310332
$ 580.000.000,"Casa en Pereira, Risaralda",Casa en  venta en pereira,6 Habs.,5 Baños,54 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192063538
$ 2.300.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,5 Baños,2300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193904661
$ 280.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,1 Baño,51 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193312460
$ 536.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en pinares, pereira",1 Baño,92 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pinares-pereira/193311856
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el dorado, pereira",3 Habs.,2 Baños,74 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-dorado-pereira/193922703
$ 1.600.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",11 Habs.,6 Baños,532 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191914286
$ 430.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en olaya herrera, pereira",3 Habs.,2 Baños,130 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-olaya-herrera-pereira/193301901
$ 1.600.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,7 Baños,600 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193292427
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el poblado ii etapa, pereira",3 Habs.,2 Baños,74 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-ii-etapa-pereira/193311073
$ 370.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en avenida 30 de agosto, pereira",1 Hab,1 Baño,32 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-avenida-30-de-agosto-pereira/193901434
$ 1.300.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",1 Hab,10 Baños,380 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/6122689
$ 950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,126 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193313366
$ 680.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",3 Habs.,2 Baños,116 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193302656
$ 2.300.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,6 Habs.,6 Baños,500 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193841486
$ 600.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193300967
$ 1.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en la florida, pereira",0 Hab,2 Baños,109 m²,https://www.fincaraiz.com.co/casa-en-venta-en-la-florida-pereira/193311677
$ 1.300.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",3 Habs.,3 Baños,220 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193840415
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,54 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194201571
$ 72.200.000,"Oficina en Pereira, Risaralda","Oficina en venta en sector galeria central, pereira",1 Ambiente,9 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-sector-galeria-central-pereira/192964416
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en porvenir, pereira",6 Habs.,2 Baños,135 m²,https://www.fincaraiz.com.co/casa-en-venta-en-porvenir-pereira/193304482
$ 390.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en ciudad jardin, pereira",3 Habs.,2 Baños,81 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-jardin-pereira/193402793
$ 1.634.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,5 Baños,172 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193583062
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193484133
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en guaduales de canaan, pereira",0 Hab,3200 m²,,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-guaduales-de-canaan-pereira/7974810
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",3 Habs.,3 Baños,240 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/192778627
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193649724
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,136 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/194004770
$ 460.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en san fernando, pereira",3 Habs.,3 Baños,130 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-san-fernando-pereira/193949422
$ 330.000.000,"Casa en Pereira, Risaralda","Casa en venta en san fernando, pereira",6 Habs.,5 Baños,161 m²,https://www.fincaraiz.com.co/casa-en-venta-en-san-fernando-pereira/193835197
$ 650.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,3 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192681675
$ 1.485.355.400,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193301859
$ 245.000.000,"Consultorio en Pereira, Risaralda","Consultorio en venta en circunvalar - alamos, pereira",1 Ambiente,1 Baño,35 m²,https://www.fincaraiz.com.co/consultorio-en-venta-en-circunvalar-alamos-pereira/193309356
$ 690.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,3 Baños,260 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/194073876
$ 1.680.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,6 Habs.,5 Baños,45 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193911333
$ 2.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,7 Baños,1900 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193543902
$ 1.900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en el jordan, pereira",4 Habs.,5 Baños,520 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-el-jordan-pereira/193289625
$ 1.800.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,5 Baños,435 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193829526
$ 370.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,61 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193921878
$ 305.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en turin, pereira",1 Baño,61 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-turin-pereira/194225242
$ 400.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,1 Baño,56 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193800321
$ 200.000.000,"Lote en Pereira, Risaralda","Lote en venta en morelia, pereira",2000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-morelia-pereira/192720807
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",3 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/193388691
$ 1.300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,5 Baños,217 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193069578
$ 11.000.000.000,"Lote en Pereira, Risaralda","Lote en venta en belmonte a, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-belmonte-a-pereira/193311937
$ 450.000.000,"Bodega en Pereira, Risaralda",Bodega en venta en pereira,2 Baños,179 m²,,https://www.fincaraiz.com.co/bodega-en-venta-en-pereira/192320189
$ 700.000.000,"Casa en Pereira, Risaralda","Casa en venta en mercasa, pereira",4 Habs.,4 Baños,154 m²,https://www.fincaraiz.com.co/casa-en-venta-en-mercasa-pereira/193675688
$ 500.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192321713
$ 570.000.000,"Lote en Pereira, Risaralda","Lote en venta en la florida, pereira",580 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-la-florida-pereira/193310097
$ 1.800.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,5 Baños,320 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193161161
$ 12.000.000.000,"Lote en Pereira, Risaralda","Lote en venta en galicia, pereira",12000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-galicia-pereira/11075070
$ 360.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en providencia,3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-providencia/192986233
$ 535.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192931956
$ 3.000.000.000,"Lote en Pereira, Risaralda","Lote en venta en los alamos, pereira",598 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-los-alamos-pereira/193840359
$ 650.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,3 Baños,130 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192916042
$ 650.000.000,"Casa en Pereira, Risaralda","Casa en venta en la pradera, pereira",3 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-la-pradera-pereira/192320477
$ 1.600.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",1 Hab,1 Baño,330 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/193414518
$ 580.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",3 Habs.,2 Baños,162 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192320628
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",1 Hab,1 Baño,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193070470
$ 250.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa verde, pereira",3 Habs.,1 Baño,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-verde-pereira/193506403
$ 320.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa verde, pereira",3 Habs.,2 Baños,47 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-verde-pereira/193920628
$ 1.200.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en centro, pereira",1 Ambiente,1 Baño,600 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-centro-pereira/7188512
$ 205.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en la castellana, pereira",1 Hab,1 Baño,36 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-la-castellana-pereira/194013584
$ 1.200.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,4 Baños,121 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193183157
$ 1.300.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,10 Habs.,8 Baños,44800 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/192655943
$ 210.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la romelia, pereira",2 Habs.,2 Baños,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-romelia-pereira/193836212
$ 280.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,63 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193836665
$ 100.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en primero de febrero, pereira",8 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-primero-de-febrero-pereira/193369234
$ 1.750.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,275 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193658689
$ 205.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en  venta en san jose sur, pereira",1 Hab,1 Baño,30 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-san-jose-sur-pereira/191059293
$ 1.650.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,3 Baños,285 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193726106
$ 550.000.000,"Casa en Pereira, Risaralda","Casa en venta en los corales, pereira",3 Habs.,2 Baños,87 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-corales-pereira/194030541
$ 570.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,125 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193923360
$ 660.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",3 Habs.,3 Baños,143 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/191466776
$ 600.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,2 Baños,99 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193312032
$ 900.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,5 Baños,279 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192775948
$ 345.000.000,"Casa en Pereira, Risaralda","Casa en venta en el poblado ii etapa, pereira",3 Habs.,3 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-el-poblado-ii-etapa-pereira/193989253
$ 630.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,95 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/10368300
$ 670.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",4 Habs.,2 Baños,180 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/191455146
$ 530.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1573 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193658510
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",10 Habs.,7 Baños,1921 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/193942459
$ 1.100.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en pueblito cafetero, pereira",4 Habs.,3 Baños,950 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/193285573
$ 1.350.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",3 Habs.,2 Baños,300 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193311867
$ 1.200.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,29000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192321959
$ 900.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/194246276
$ 1.300.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,5 Habs.,5 Baños,252 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/191786177
$ 1.500.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,2200 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193829291
$ 490.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,74 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/194030362
$ 460.000.000,"Casa en Pereira, Risaralda","Casa en venta en los corales, pereira",4 Habs.,3 Baños,98 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-corales-pereira/193334495
$ 580.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",5 Habs.,5 Baños,108 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192321492
$ 5.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,401 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193363535
$ 190.000.000,"Lote en Pereira, Caldas",Lote en venta en pereira,1000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192747786
